"","dis_prep","dis_soc","dis_exp","dis_perception","dis_stepshelp","dis_confidence","dis_awareness_effect","dis_awareness_count","dis_prepactions_count","disability","care","numchild","numadult","homeownership","income_agg","rurality","age"
"1994",4,5,3,2,6,6,3,12,12,0,0,2,2,1,3,0,3
"1995",4,6,2,4,6,6,3,6,5,0,0,2,2,1,3,0,3
"1996",2,6,3,3,5,4,3,4,2,0,1,1,3,1,3,0,4
"1997",4,3,2,3,4,5,2,5,1,0,0,0,1,0,3,0,4
"1998",4,6,3,4,6,5,3,2,4,0,0,1,3,0,1,0,3
"1999",5,6,3,2,5,6,3,3,2,0,0,0,3,1,1,0,6
"2000",4,3,2,2,4,5,3,1,2,0,0,0,1,1,2,0,2
"2001",6,6,3,4,5,5,3,11,4,0,0,1,3,1,1,0,3
"2002",3,3,3,2,4,3,2,2,1,0,0,0,2,1,2,0,7
"2003",4,6,3,3,6,6,3,3,4,0,1,1,4,0,1,0,2
"2004",5,6,3,3,4,5,3,6,5,0,0,0,4,1,3,0,6
"2005",4,4,3,3,4,4,2,3,1,0,0,1,4,1,2,0,3
"2006",2,6,1,3,4,5,0,1,1,0,1,0,2,1,3,0,2
"2007",5,1,3,4,6,6,3,7,6,0,0,1,4,1,1,0,2
"2008",2,2,2,3,4,5,2,5,2,0,0,0,2,1,1,0,5
"2009",3,4,2,2,4,4,2,7,5,0,0,0,2,1,3,0,2
"2010",2,2,2,2,4,5,2,2,2,0,0,0,3,0,1,0,2
"2011",4,5,1,3,5,4,3,5,3,0,0,1,2,1,3,0,4
"2012",4,5,3,3,5,4,3,2,3,0,0,0,1,1,2,0,3
"2013",4,5,3,2,6,5,3,2,1,0,0,0,1,1,1,0,6
"2014",3,5,2,2,6,5,3,8,6,0,1,0,2,1,1,0,5
"2015",4,4,3,3,4,5,2,6,3,1,0,0,2,1,2,0,5
"2016",5,6,2,3,5,5,3,8,2,0,0,2,2,1,2,1,4
"2017",4,5,3,4,6,6,3,1,1,1,1,1,3,1,3,0,3
"2018",2,4,3,3,3,3,2,5,2,0,0,0,2,1,2,0,7
"2019",5,6,2,2,4,6,3,4,5,1,0,0,2,1,2,0,7
"2020",5,6,2,3,4,5,3,8,8,0,1,0,2,1,3,0,5
"2021",4,4,2,3,5,3,3,10,2,0,1,0,2,1,2,0,7
"2022",3,4,1,3,4,5,0,1,1,0,0,2,4,1,2,0,3
"2023",5,6,2,3,6,5,3,5,4,0,0,3,2,1,3,0,4
"2024",5,5,2,3,5,6,3,9,8,0,0,3,5,1,3,0,3
"2025",4,4,3,4,6,3,2,7,1,1,0,3,2,0,1,0,3
"2026",4,5,3,4,5,6,3,8,7,0,0,2,4,1,3,0,3
"2027",2,3,2,4,6,5,2,1,2,0,0,0,3,1,2,0,3
"2028",6,6,3,4,6,6,3,6,5,1,0,0,1,1,1,0,3
"2029",6,6,3,4,3,6,3,6,6,1,0,0,1,1,1,0,6
"2030",2,3,2,3,5,4,2,4,2,0,0,0,2,0,2,0,6
"2031",5,6,2,2,4,5,2,3,3,1,0,0,1,0,2,0,5
"2032",4,3,3,4,4,5,3,5,2,0,0,1,3,0,1,0,2
"2033",3,3,2,3,6,5,3,6,5,1,0,2,2,1,3,0,2
"2034",4,6,2,3,5,5,0,1,3,0,0,0,1,1,2,1,2
"2035",5,5,3,3,5,5,2,6,5,1,0,0,2,0,2,0,7
"2036",2,2,3,2,3,4,0,1,1,1,0,0,1,1,1,1,7
"2037",5,6,2,3,5,5,3,4,2,0,0,0,3,1,3,0,7
"2038",4,5,3,4,3,5,3,6,1,0,0,0,1,0,3,0,3
"2039",3,3,2,2,4,5,3,6,6,0,0,0,2,1,2,0,7
"2040",4,6,2,3,5,5,3,4,3,0,0,0,3,1,3,0,2
"2041",6,6,2,3,6,6,3,11,11,0,0,0,1,1,1,0,6
"2042",3,2,2,3,4,6,2,5,1,0,0,0,2,1,1,0,6
"2043",2,3,2,2,4,5,2,1,1,0,0,0,1,0,1,1,7
"2044",4,6,3,3,4,5,3,8,5,0,0,0,2,1,3,0,6
"2045",4,6,3,4,5,6,3,8,8,0,1,1,2,1,3,0,3
"2046",4,2,3,3,1,4,0,1,1,1,1,0,2,1,1,1,2
"2047",4,3,2,4,6,2,2,6,4,1,0,0,2,0,3,0,3
"2048",5,6,3,3,6,6,3,2,1,0,0,0,2,1,2,0,7
"2049",6,6,3,3,6,5,3,8,6,1,0,0,4,1,1,0,4
"2050",4,3,2,2,3,3,3,4,3,0,0,0,2,1,2,0,7
"2051",2,1,3,1,1,4,0,1,1,0,0,0,1,0,1,0,5
"2052",4,5,3,3,5,4,3,4,3,1,1,1,3,1,3,0,3
"2053",3,6,2,2,6,6,3,8,3,1,0,0,1,0,1,0,7
"2054",4,5,2,4,5,6,3,5,4,0,1,3,2,1,3,0,4
"2055",4,6,3,4,6,6,3,7,8,0,0,1,3,1,3,0,4
"2056",2,4,3,3,6,6,3,7,6,0,0,2,2,1,3,0,3
"2057",5,5,3,4,6,5,3,4,4,0,0,2,2,1,3,0,4
"2058",2,3,3,1,5,4,2,7,1,0,0,2,2,0,1,0,2
"2059",5,6,2,3,6,6,3,4,4,0,0,2,4,1,3,0,4
"2060",5,6,3,3,3,4,3,2,3,1,1,3,5,1,3,0,3
"2061",2,4,3,4,6,6,3,2,2,0,0,0,2,0,1,0,2
"2062",5,6,3,4,6,5,3,1,1,1,1,1,5,1,1,0,1
"2063",2,2,2,4,1,1,0,1,1,0,0,1,4,0,3,0,2
"2064",5,6,3,2,6,5,3,4,2,0,0,0,1,1,1,1,5
"2065",2,4,2,3,5,4,2,3,1,0,0,1,2,1,2,0,3
"2066",4,3,3,3,6,5,3,5,2,0,0,0,2,1,2,1,3
"2067",4,6,2,4,6,6,3,3,6,0,0,1,2,1,1,0,3
"2068",2,2,2,4,6,6,3,6,3,1,1,0,3,0,1,0,2
"2069",3,4,3,3,6,6,2,8,3,0,0,2,5,0,1,0,6
"2070",4,3,2,3,6,5,2,2,2,0,0,0,1,0,2,0,2
"2071",4,4,3,3,5,5,3,4,1,0,0,0,4,0,1,0,2
"2072",6,6,3,3,5,6,2,3,3,0,0,0,1,0,1,0,3
"2073",4,5,3,3,4,4,3,4,5,0,0,0,2,1,2,0,7
"2074",2,2,2,4,3,3,0,1,1,0,0,0,5,1,1,0,3
"2075",5,5,3,2,3,4,0,1,1,1,0,3,2,1,2,0,5
"2076",5,6,3,4,5,5,3,6,4,0,0,0,2,1,3,0,5
"2077",4,3,3,4,4,4,2,10,1,1,0,1,2,0,1,0,3
"2078",5,6,2,2,6,6,3,7,9,0,0,0,3,1,3,0,3
"2079",4,6,3,4,6,6,3,5,5,0,0,0,1,0,1,0,2
"2080",5,4,2,4,5,4,2,1,2,0,0,0,2,1,1,1,4
"2081",4,5,3,2,5,4,3,6,5,0,0,0,4,0,1,0,3
"2082",4,4,3,3,6,3,2,2,1,1,0,0,1,1,1,1,6
"2083",4,6,3,2,5,5,3,5,4,0,0,0,2,1,2,0,7
"2084",6,5,2,3,6,4,3,4,4,0,0,2,2,1,1,0,3
"2085",2,2,2,2,4,3,0,1,1,0,0,2,2,1,1,1,2
"2086",4,3,2,4,5,5,2,2,3,0,0,0,3,1,3,0,4
"2087",4,4,2,2,6,5,2,2,3,1,0,0,3,1,1,0,6
"2088",5,5,3,3,5,5,3,5,5,0,1,1,3,0,2,0,2
"2089",4,3,2,2,5,6,3,5,4,0,0,0,2,0,1,0,3
"2090",4,1,3,3,4,4,0,1,1,0,1,3,4,1,1,1,3
"2091",4,6,2,2,4,4,3,7,4,0,0,0,2,1,1,0,7
"2092",2,2,2,1,1,4,2,2,1,1,0,0,1,0,1,0,6
"2093",3,5,3,2,5,6,3,7,2,1,0,0,1,1,1,0,7
"2094",2,3,2,3,4,4,2,1,1,0,0,0,1,1,1,0,7
"2095",4,4,2,2,5,5,3,5,7,0,0,1,3,1,2,0,2
"2096",2,2,3,3,4,4,3,1,1,1,1,0,2,0,1,0,2
"2097",2,2,2,4,5,3,3,1,1,0,0,0,2,1,2,0,2
"2098",6,6,3,1,6,5,3,5,10,0,0,4,2,1,1,0,1
"2099",4,5,2,3,5,4,3,3,2,1,0,0,2,1,2,0,6
"2100",4,3,3,4,6,3,0,1,1,1,0,0,3,1,2,0,6
"2101",2,1,3,3,4,5,2,5,1,0,0,0,3,1,1,0,7
"2102",5,6,2,3,6,5,3,1,1,0,0,0,2,1,3,0,3
"2103",5,6,3,2,6,6,3,4,3,0,0,0,2,1,2,0,7
"2104",4,4,2,3,5,5,2,6,3,1,0,0,2,1,1,0,6
"2105",2,2,2,3,6,2,0,1,4,0,0,0,2,1,2,0,7
"2106",5,4,3,3,6,6,3,4,3,1,0,0,1,0,1,0,6
"2107",4,4,2,2,4,3,3,7,5,0,0,0,4,1,3,0,5
"2108",4,6,3,2,4,4,2,2,2,0,0,0,2,1,1,0,4
"2109",3,2,2,2,5,4,2,4,2,0,0,0,3,1,1,0,6
"2110",5,6,2,3,4,4,3,6,8,1,0,0,3,0,2,0,5
"2111",4,3,3,4,5,4,2,4,3,0,0,1,3,1,1,0,6
"2112",2,3,2,3,4,3,2,1,1,0,0,2,2,0,3,0,2
"2113",5,6,3,4,6,6,3,7,7,1,1,0,3,1,3,0,1
"2114",2,3,2,3,4,5,2,3,2,0,0,0,5,1,1,0,2
"2115",2,2,2,1,2,2,0,1,1,1,0,0,6,1,1,1,1
"2116",4,5,3,3,5,6,3,7,7,0,0,0,1,1,2,1,5
"2117",5,5,3,4,4,4,3,3,4,1,1,0,4,0,2,0,2
"2118",4,6,3,3,4,2,3,4,2,0,0,0,4,0,1,0,2
"2119",5,4,2,3,4,5,3,2,2,0,0,0,1,0,2,0,2
"2120",2,5,2,2,4,4,0,1,1,0,0,0,2,1,3,0,5
"2121",1,1,2,1,2,2,0,1,1,0,0,0,1,0,1,0,5
"2122",6,6,2,4,6,6,3,5,2,0,0,1,3,1,2,0,2
"2123",5,6,3,3,6,6,3,4,4,0,0,1,3,0,2,0,1
"2124",4,4,2,4,5,5,2,5,4,1,1,2,3,0,2,0,5
"2125",5,6,2,3,6,6,3,3,4,0,0,0,1,1,1,0,3
"2126",4,6,2,4,4,4,2,1,2,1,0,0,3,0,2,0,6
"2127",4,1,3,1,4,3,3,3,2,1,0,0,2,1,2,0,5
"2128",2,3,2,3,4,5,2,8,6,1,1,1,1,0,2,0,5
"2129",4,5,3,3,4,4,3,4,4,1,1,0,1,0,1,0,6
"2130",4,3,3,4,6,3,0,1,1,1,1,3,2,1,2,1,5
"2131",4,5,3,2,6,6,3,6,1,0,0,2,5,1,1,0,5
"2132",4,3,3,3,3,5,2,2,2,0,0,0,2,1,3,0,5
"2133",6,5,3,4,6,6,3,9,9,1,1,0,1,1,1,0,4
"2134",4,2,3,1,4,5,0,1,1,0,0,0,1,0,1,0,6
"2135",5,6,2,2,5,6,3,2,4,0,0,0,4,1,3,0,6
"2136",3,4,3,3,4,5,3,10,4,1,0,2,3,1,2,0,6
"2137",5,6,2,2,6,6,3,1,4,0,0,0,2,0,2,1,5
"2138",2,1,2,2,4,4,0,1,1,0,0,0,2,1,3,0,7
"2139",2,3,2,2,4,4,2,3,2,0,0,0,2,1,3,0,7
"2140",4,5,2,4,4,4,1,4,3,1,0,0,2,1,3,0,8
"2141",2,1,2,2,1,1,0,1,1,0,1,0,2,1,1,0,7
"2142",4,5,2,3,5,5,3,4,4,0,0,0,2,1,2,0,6
"2143",6,6,3,1,6,6,0,1,4,0,1,0,2,1,1,0,5
"2144",6,6,3,4,6,6,3,12,7,0,0,1,4,1,3,0,4
"2145",4,4,3,2,5,4,3,5,3,1,0,0,2,1,2,0,5
"2146",5,4,1,3,5,4,3,12,3,1,0,2,2,0,1,0,3
"2147",4,6,3,4,6,6,3,5,4,0,0,1,1,1,3,0,4
"2148",4,3,2,3,5,4,2,5,1,1,0,0,2,1,1,0,6
"2149",5,5,3,3,5,5,3,8,7,0,0,1,2,1,2,0,2
"2150",3,3,2,2,4,4,3,1,1,0,0,3,5,1,2,0,3
"2151",5,5,2,2,6,6,3,8,10,0,0,0,2,1,2,0,7
"2152",3,4,3,2,4,5,2,3,5,0,0,0,3,1,3,0,2
"2153",4,5,2,3,5,5,3,6,6,0,0,0,2,1,1,0,5
"2154",4,2,2,3,3,5,2,3,1,0,0,0,1,1,1,1,7
"2155",5,5,2,2,3,4,3,4,1,0,0,2,2,1,1,0,3
"2156",4,5,3,3,5,4,3,8,8,1,0,0,5,0,1,0,5
"2157",4,3,2,3,4,3,1,10,3,1,1,0,4,1,2,0,3
"2158",4,6,3,4,6,5,3,4,3,0,1,1,1,1,2,0,3
"2159",4,4,2,2,5,3,2,5,3,1,0,0,1,0,1,0,6
"2160",5,5,3,2,5,5,3,10,7,0,0,0,1,0,2,1,3
"2161",3,4,3,3,6,4,3,7,4,0,1,1,4,1,1,0,3
"2162",2,1,3,1,4,1,0,1,1,0,0,0,1,0,1,1,5
"2163",2,2,3,4,4,6,0,1,1,0,0,0,1,1,2,0,7
"2164",6,6,3,4,5,4,3,5,4,1,1,0,2,1,1,0,7
"2165",4,3,2,3,6,4,2,3,1,0,0,2,2,1,1,0,3
"2166",3,3,2,3,5,5,3,3,2,0,0,0,2,1,2,0,3
"2167",3,1,3,3,4,5,0,1,1,0,0,0,2,0,2,0,3
"2168",4,5,3,3,5,6,3,1,7,0,0,0,2,1,2,0,3
"2169",5,4,3,4,6,3,3,2,2,0,0,1,1,1,2,0,2
"2170",3,1,2,1,4,1,1,2,1,0,0,1,2,1,2,1,4
"2171",4,4,3,3,6,5,2,3,1,1,0,0,1,0,1,0,6
"2172",5,6,2,4,5,5,3,8,10,0,0,2,2,1,2,0,4
"2173",3,1,3,2,4,4,3,5,3,0,0,0,2,1,3,0,5
"2174",5,6,3,4,4,4,3,2,1,0,0,0,2,1,1,0,2
"2175",3,3,2,4,6,3,0,1,1,0,0,0,2,1,3,0,5
"2176",4,6,3,3,5,5,3,6,5,1,1,3,2,1,3,0,4
"2177",2,3,2,3,4,2,0,1,1,0,0,0,3,1,3,0,5
"2178",6,6,3,4,6,6,3,4,2,0,1,0,3,1,2,0,2
"2179",4,4,2,3,4,5,3,3,3,0,1,0,2,1,2,0,6
"2180",4,3,3,1,4,2,2,8,1,1,0,0,3,1,3,0,5
"2181",5,6,3,3,5,6,3,7,5,0,1,1,3,1,2,0,2
"2182",6,6,3,3,5,5,3,4,3,0,0,0,1,0,1,1,1
"2183",6,6,3,3,5,5,3,1,1,0,0,0,3,1,2,0,6
"2184",5,6,3,3,6,6,3,10,1,0,0,0,1,1,2,0,2
"2185",4,5,3,2,5,5,3,10,8,0,0,1,2,0,2,0,2
"2186",5,5,3,3,5,6,3,4,6,0,0,0,3,1,2,1,2
"2187",5,5,3,4,6,6,3,3,4,1,1,1,3,1,3,0,2
"2188",5,5,3,2,6,5,3,4,3,0,0,2,6,1,3,0,2
"2189",5,6,3,4,6,6,3,10,1,1,1,2,3,1,2,0,4
"2190",5,6,3,3,5,5,3,7,7,1,1,0,2,0,2,0,5
"2191",4,5,2,2,5,5,3,1,3,0,0,0,2,1,3,0,5
"2192",4,6,3,4,3,6,3,1,1,1,1,1,3,1,3,0,3
"2193",4,3,2,2,3,5,0,1,1,0,0,0,1,1,2,0,7
"2194",2,2,2,2,3,3,0,1,1,0,0,0,2,1,3,0,4
"2195",3,2,2,2,3,3,2,3,1,0,0,0,2,1,2,0,6
"2196",4,3,2,2,5,2,0,1,1,0,0,0,2,1,2,0,6
"2197",2,2,2,3,1,2,2,1,1,0,0,0,2,1,2,0,6
"2198",3,3,3,1,4,4,2,5,1,0,0,0,1,1,1,0,8
"2199",2,2,2,2,4,2,0,1,1,1,1,0,1,0,1,0,3
"2200",3,3,3,3,4,4,2,2,1,0,0,1,1,0,2,0,3
"2201",5,6,3,3,5,5,3,7,8,0,1,2,4,1,2,1,4
"2202",4,2,3,2,4,6,0,1,1,1,0,0,2,1,2,0,6
"2203",4,4,3,4,6,6,3,6,4,0,0,1,2,0,2,0,4
"2204",5,6,3,1,6,4,0,1,3,1,1,0,2,0,1,0,3
"2205",6,6,3,3,5,6,3,2,1,0,0,0,2,1,3,0,6
"2206",6,2,2,2,5,4,0,1,1,0,0,1,2,1,1,0,7
"2207",3,4,3,4,6,6,3,4,4,0,0,1,2,1,2,0,4
"2208",5,4,3,3,6,4,3,5,3,0,0,0,1,1,3,0,4
"2209",4,6,3,4,6,6,3,1,1,0,0,0,1,0,1,0,4
"2210",5,6,3,4,6,5,3,4,7,1,1,1,2,0,1,0,3
"2211",4,6,3,3,6,5,3,3,3,0,0,0,2,0,2,0,3
"2212",5,5,3,4,6,4,3,6,7,1,1,2,4,0,1,0,3
"2213",3,6,3,2,5,5,3,1,2,0,0,0,2,1,2,0,6
"2214",4,4,3,4,6,4,3,8,8,0,0,0,3,0,2,0,3
"2215",4,4,3,4,5,5,3,4,3,0,0,0,1,0,2,0,3
"2216",5,6,3,4,6,6,3,11,10,0,0,2,2,1,2,0,4
"2217",4,6,3,4,6,6,3,3,3,1,1,1,2,1,3,0,3
"2218",4,3,3,4,4,3,2,2,1,1,0,0,4,1,1,0,5
"2219",3,3,3,4,6,6,3,2,3,0,0,1,2,1,1,0,2
"2220",4,4,3,4,6,6,3,3,2,0,0,0,2,0,1,0,4
"2221",4,4,2,2,5,5,3,7,3,0,0,0,1,1,1,0,5
"2222",4,6,3,3,4,5,3,12,12,1,0,0,2,1,1,0,6
"2223",2,4,2,2,6,6,3,4,1,0,0,4,2,1,2,0,4
"2224",5,4,3,4,6,6,3,3,4,1,1,0,1,0,1,0,2
"2225",4,4,2,3,4,4,3,6,5,0,0,2,2,1,3,0,4
"2226",2,2,3,2,3,2,2,8,1,1,0,0,1,0,1,0,7
"2227",4,4,3,3,4,5,3,5,2,0,0,0,2,0,1,0,5
"2228",3,3,2,2,4,4,2,7,6,0,0,2,2,1,2,0,2
"2229",3,5,3,3,5,5,3,4,3,0,0,2,2,1,3,0,4
"2230",5,5,3,3,5,5,3,10,7,0,0,2,4,0,1,0,4
"2231",4,6,3,4,5,5,3,5,3,0,1,3,2,1,2,0,4
"2232",4,3,1,4,5,6,3,4,4,1,0,0,2,1,2,0,2
"2233",6,6,3,4,5,5,0,1,3,0,0,0,5,0,2,0,2
"2234",4,1,2,2,3,4,0,1,3,0,0,1,4,0,1,0,2
"2235",5,6,2,4,6,6,3,10,9,0,1,3,2,1,3,0,3
"2236",2,1,3,1,4,2,2,3,1,1,1,0,2,0,1,0,6
"2237",4,3,3,3,5,4,3,4,2,0,0,0,1,0,1,0,2
"2238",3,2,2,3,5,5,3,7,5,0,0,3,3,1,1,0,1
"2239",4,3,3,3,6,6,2,2,4,0,0,2,2,0,1,0,2
"2240",4,1,3,1,4,5,3,5,5,0,0,0,1,1,1,1,7
"2241",2,4,2,2,5,6,0,1,1,1,0,0,1,0,1,0,5
"2242",4,6,3,3,6,6,3,6,5,0,0,0,2,1,1,1,7
"2243",2,4,2,4,6,5,2,3,1,0,0,3,2,0,2,0,4
"2244",2,3,2,2,3,4,3,3,3,0,0,0,1,1,1,0,2
"2245",4,4,3,3,4,6,3,1,2,0,0,0,1,0,1,0,2
"2246",4,3,2,4,6,6,3,11,6,1,0,0,1,1,2,0,7
"2247",4,4,3,4,5,4,2,5,3,0,0,2,2,1,2,0,5
"2248",4,3,3,3,4,3,3,8,5,0,0,0,2,1,2,0,6
"2249",4,3,2,2,5,4,3,4,2,1,0,0,1,0,1,0,6
"2250",3,4,3,2,5,5,2,4,1,1,1,0,1,0,1,0,5
"2251",4,4,2,3,6,3,3,8,7,1,1,0,2,0,2,0,3
"2252",6,6,3,4,6,6,3,5,5,0,1,1,3,1,3,0,3
"2253",2,4,1,1,4,4,3,3,2,1,1,1,5,1,2,0,2
"2254",4,3,3,4,6,5,3,7,3,0,0,0,2,1,3,0,7
"2255",5,5,3,2,4,3,3,3,3,0,0,0,2,1,3,0,8
"2256",2,3,2,2,6,6,2,2,1,0,0,0,2,1,3,0,6
"2257",6,6,3,4,6,6,3,5,5,1,1,2,3,0,2,0,4
"2258",5,5,2,3,4,4,3,2,1,1,0,0,1,1,1,0,7
"2259",5,6,3,3,6,6,3,5,3,0,0,0,2,1,2,1,5
"2260",4,6,3,4,6,6,3,5,2,1,1,1,3,1,3,0,3
"2261",5,6,3,2,4,4,0,1,1,0,1,0,2,1,2,1,6
"2262",2,2,2,1,5,5,0,1,1,0,0,0,2,0,2,0,3
"2263",4,6,3,4,6,6,3,5,4,0,1,2,2,1,3,0,2
"2264",4,2,3,2,5,3,3,1,1,0,1,0,1,0,1,0,3
"2265",6,6,3,3,6,6,3,3,4,0,0,2,2,1,2,0,4
"2266",4,3,2,1,6,5,3,1,2,0,0,0,2,1,1,0,3
"2267",5,6,3,3,5,5,3,6,6,0,0,1,2,1,1,0,4
"2268",3,4,2,3,4,5,3,4,4,0,1,2,2,1,3,0,3
"2269",5,6,3,3,6,6,3,5,6,0,1,1,4,1,1,0,3
"2270",3,3,3,4,5,6,3,10,4,0,0,0,2,0,2,1,4
"2271",5,6,3,4,6,6,3,12,12,1,1,1,3,1,3,0,3
"2272",4,3,3,2,5,5,3,7,7,0,0,0,2,0,2,0,4
"2273",4,3,3,3,5,2,2,5,1,0,1,0,3,0,1,0,4
"2274",4,4,2,2,5,4,2,2,2,0,0,0,2,0,1,0,1
"2275",2,2,3,2,4,4,0,1,1,0,0,0,3,1,3,0,2
"2276",3,6,3,3,4,4,3,1,1,0,0,3,2,0,1,0,1
"2277",5,6,3,3,5,5,3,5,5,0,0,0,1,0,1,0,6
"2278",3,3,3,1,5,3,3,2,2,1,0,0,1,0,1,0,5
"2279",4,3,2,4,1,2,0,1,1,1,0,4,2,0,1,0,3
"2280",5,6,3,3,4,5,3,3,3,0,1,0,2,1,1,0,6
"2281",4,6,3,4,6,6,3,12,12,0,0,0,1,1,2,0,5
"2282",5,5,2,2,5,5,3,6,6,1,1,2,4,1,3,0,2
"2283",5,6,3,1,6,6,3,11,9,0,0,2,1,0,1,0,2
"2284",5,6,3,4,6,5,3,5,9,0,1,0,4,1,2,0,2
"2285",5,5,3,3,6,3,3,3,2,0,0,0,4,0,1,0,1
"2286",5,4,2,2,4,4,3,8,1,0,1,0,4,0,1,1,2
"2287",5,4,3,4,4,4,3,9,8,1,1,0,4,1,2,0,3
"2288",4,3,3,3,5,5,3,7,7,0,0,0,2,1,3,0,5
"2289",2,4,3,2,4,4,3,1,1,1,1,0,2,1,3,0,5
"2290",5,6,2,3,5,5,3,4,2,0,0,0,1,1,2,0,5
"2291",5,5,2,3,3,4,0,1,1,1,0,0,3,1,3,0,7
"2292",5,6,2,3,6,6,3,12,12,0,0,0,2,1,3,0,5
"2293",5,6,3,2,4,6,3,7,5,0,0,0,1,0,1,1,5
"2294",2,2,3,1,3,4,0,1,1,0,0,0,1,1,3,0,8
"2295",4,4,2,2,4,5,3,4,2,1,1,0,3,1,2,0,8
"2296",4,6,3,3,5,5,3,6,4,0,0,2,2,1,3,0,4
"2297",4,4,2,2,6,5,3,5,4,0,0,0,2,1,3,0,6
"2298",2,4,2,2,4,5,2,4,1,0,0,2,2,1,3,0,3
"2299",3,4,3,4,6,5,3,5,6,0,0,0,2,1,2,0,6
"2300",4,6,2,3,5,5,3,2,2,0,0,0,2,0,1,0,6
"2301",5,4,2,4,5,5,3,5,3,0,0,2,5,1,1,0,6
"2302",2,2,2,3,6,6,3,2,2,0,0,1,2,1,2,0,3
"2303",3,3,2,2,4,4,3,2,2,0,0,1,2,1,2,0,2
"2304",4,6,3,3,6,6,3,1,2,0,1,0,1,0,1,0,3
"2305",6,5,2,4,6,4,3,4,2,0,0,3,2,0,1,0,3
"2306",6,6,2,3,5,5,3,11,10,0,0,2,2,1,2,0,4
"2307",2,4,2,2,5,4,2,3,2,0,0,1,2,0,1,0,2
"2308",3,5,3,3,4,5,3,4,3,1,0,0,3,0,1,0,2
"2309",4,3,3,3,6,4,2,7,3,1,0,0,1,0,1,0,2
"2310",4,6,3,4,6,6,3,1,1,1,1,1,2,1,3,0,3
"2311",5,5,3,4,3,3,3,3,3,0,1,2,3,1,2,0,4
"2312",4,6,3,4,6,6,3,5,2,0,0,1,3,1,2,0,3
"2313",4,6,2,3,5,6,3,6,7,0,0,0,2,0,1,0,4
"2314",3,5,2,4,5,2,3,5,1,0,0,1,2,1,3,0,3
"2315",2,2,2,2,1,2,0,1,1,0,0,0,1,1,1,0,3
"2316",3,5,3,4,2,5,3,4,1,1,1,1,1,0,1,0,2
"2317",3,4,3,2,4,5,3,2,2,0,0,0,2,1,2,0,6
"2318",5,5,3,4,5,5,3,5,5,0,0,2,1,1,1,1,5
"2319",3,3,2,2,4,1,3,3,1,0,0,0,3,0,1,0,2
"2320",4,3,3,3,5,5,3,5,2,1,0,0,1,0,1,0,6
"2321",6,6,2,3,4,6,0,1,3,0,0,0,2,0,2,0,2
"2322",5,6,3,2,6,4,3,9,7,1,1,1,3,1,2,0,5
"2323",6,6,3,3,6,6,3,12,10,1,0,1,3,1,3,0,5
"2324",5,5,3,3,6,6,3,12,12,0,1,0,3,0,2,0,5
"2325",2,3,2,4,3,3,1,1,1,1,0,1,4,0,1,0,5
"2326",5,6,2,3,5,5,3,5,7,1,0,0,2,0,1,0,6
"2327",2,3,2,1,5,6,0,1,1,0,1,0,4,0,1,0,5
"2328",4,4,3,2,4,4,3,3,3,0,0,0,1,0,1,0,5
"2329",4,5,3,4,6,5,3,2,1,0,0,2,3,0,1,0,2
"2330",2,3,3,4,4,5,3,1,2,1,0,1,3,0,3,0,1
"2331",4,2,2,2,6,4,3,6,1,0,0,2,2,1,2,1,4
"2332",4,5,2,4,6,6,3,5,7,0,0,0,4,1,3,1,3
"2333",4,4,2,3,5,5,3,11,5,0,0,0,2,1,2,0,4
"2334",4,4,2,3,5,6,3,6,6,0,0,1,1,1,3,0,2
"2335",2,2,2,2,6,6,0,1,1,0,0,0,1,0,1,0,4
"2336",5,5,3,3,6,5,3,5,2,0,0,0,2,1,1,1,2
"2337",4,5,2,3,3,6,2,3,2,1,0,1,5,0,1,0,3
"2338",4,4,3,3,4,4,0,1,3,1,1,0,2,0,1,0,5
"2339",3,6,3,3,5,6,3,4,1,0,0,0,4,1,2,0,2
"2340",5,6,3,4,6,5,3,9,8,1,1,2,2,1,2,0,3
"2341",3,6,3,2,4,5,3,7,2,0,0,0,3,1,2,0,3
"2342",4,3,3,3,5,3,2,4,1,0,0,0,2,0,1,0,5
"2343",4,6,2,3,1,6,3,7,9,1,1,0,3,1,1,0,5
"2344",4,5,3,4,6,6,3,1,3,0,0,0,1,1,2,0,2
"2345",4,6,2,1,5,3,3,3,3,0,0,0,3,1,3,0,2
"2346",5,5,3,2,6,6,3,2,3,0,0,0,2,0,1,0,2
"2347",4,6,3,3,6,6,3,5,5,1,0,0,3,0,1,0,4
"2348",4,4,3,2,6,6,3,4,5,0,0,1,1,0,1,0,4
"2349",4,3,3,3,5,5,2,3,1,0,0,0,1,0,2,0,4
"2350",5,5,2,2,5,6,3,2,3,0,0,2,4,0,3,0,2
"2351",5,6,2,3,6,6,3,3,5,0,0,0,2,1,1,0,2
"2352",6,6,3,3,6,6,3,6,4,0,1,1,2,0,1,0,4
"2353",4,3,2,2,4,2,2,5,1,1,0,1,3,1,2,1,1
"2354",4,3,2,4,6,6,3,10,12,0,0,0,2,0,1,1,2
"2355",3,3,3,3,4,5,1,4,2,1,0,0,1,0,1,0,2
"2356",4,3,3,2,4,4,3,5,6,0,0,0,2,1,3,0,5
"2357",4,6,3,4,6,6,3,4,3,0,1,2,2,0,1,0,3
"2358",2,3,2,1,4,4,0,1,1,0,0,1,3,1,1,0,6
